identifier,birth_place,native_language,other_languages,age,sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,mp3_name
swedish10,"lidkoping, sweden",swedish,german spanish,19.0,female,9.0,academic,usa,0.1 years,swedish10.mp3
swedish11,"espoo, finland",swedish,finnish german,36.0,female,10.0,academic,usa,16 years,swedish11.mp3
swedish12,"malmo, sweden",swedish,german danish,23.0,male,7.0,academic,usa,0.5 years,swedish12.mp3
swedish13,"umea, sweden",swedish,german spanish,28.0,female,10.0,academic,usa,3 years,swedish13.mp3
swedish14,"vetlanda, sweden",swedish,german,23.0,male,9.0,academic,,0 years,swedish14.mp3
swedish15,"stokholm, sweden",swedish,none,22.0,male,12.0,academic,usa,1 years,swedish15.mp3
swedish16,"goteborg, sweden",swedish,spanish french,39.0,female,11.0,academic,usa,15 years,swedish16.mp3
swedish17,"farjestaden, sweden",swedish,none,20.0,female,8.0,naturalistic,usa,0.3 years,swedish17.mp3
swedish18,"lulea, sweden",swedish,french italian,42.0,male,8.0,academic,usa,18 years,swedish18.mp3
swedish19,"ekenas, finland",swedish,finnish german,50.0,male,12.0,naturalistic,usa,26 years,swedish19.mp3
swedish20,"karlstad, sweden",swedish,norwegian german,31.0,male,7.0,academic,,0 years,swedish20.mp3
swedish21,"joensuu, finland",swedish,finnish estonian french,61.0,male,10.0,academic,"usa, uk",0.4 years,swedish21.mp3
swedish22,"helsinki, finland",swedish,finnish,33.0,male,5.0,naturalistic,uk,0.1 years,swedish22.mp3
swedish23,"lulea, sweden",swedish,none,24.0,female,7.0,academic,,0 years,swedish23.mp3
swiss german1,"eischoll, switzerland",swiss german,french german,21.0,male,10.0,academic,"usa, uk",2 years,swiss german1.mp3
swiss german2,"winterthur, switzerland",swiss german,french spanish,42.0,female,14.0,academic,"south africa, usa",6.5 years,swiss german2.mp3
swiss german3,"muri, aargau, switzerland",swiss german,german french italian,30.0,male,13.0,academic,"scotland, egnland, canada",0.5 years,swiss german3.mp3
swiss german4,"bern, switzerland",swiss german,none,24.0,male,14.0,academic,new zealand,11 years,swiss german4.mp3
swiss german5,"uster, switzerland",swiss german,german french dutch,34.0,male,8.0,academic,"cayman islands, canada",8 years,swiss german5.mp3
swiss german6,"zurich, switzerland",swiss german,french spanish german,55.0,female,15.0,academic,usa,33 years,swiss german6.mp3
swiss german7,"bern, switzerland",swiss german,none,25.0,female,8.0,academic,"canada, usa, uk",1.2 years,swiss german7.mp3
swiss german8,"schupfheim, switzerland",swiss german,german french,73.0,female,15.0,academic,uk,0.3 years,swiss german8.mp3
swiss german9,"zurich, switzerland",swiss german,german french,31.0,female,6.0,academic,"usa, south africa",1 years,swiss german9.mp3
sylheti1,"sylhet, bangladesh",sylheti,bengali,54.0,male,17.0,academic,usa,20 years,sylheti1.mp3
synthesized1,,synthesized,none,0.0,male,0.0,,mac system 8.5,0 years,synthesized1.mp3
synthesized2,,synthesized,none,0.0,female,0.0,,mac system 8.5,0 years,synthesized2.mp3
synthesized3,,synthesized,none,0.0,female,0.0,,mac system 8.5,0 years,synthesized3.mp3
synthesized4,,synthesized,none,0.0,male,0.0,,mac system 8.5,0 years,synthesized4.mp3
tagalog1,"manila, philippines",tagalog,none,18.0,male,10.0,academic,usa,0.5 years,tagalog1.mp3
tagalog2,"urdaneta, luzon, philippines",tagalog,ilocano,21.0,female,7.0,academic,usa,4 years,tagalog2.mp3
tagalog3,"honiara, guadalcanal, solomon islands",tagalog,bislama solomon islands pidgin,19.0,female,1.0,naturalistic,usa,3 years,tagalog3.mp3
tagalog4,"san fernando, la union, philippines",tagalog,ilocano,48.0,female,7.0,academic,usa,20 years,tagalog4.mp3
tagalog5,"tarlac city, philippines",tagalog,ilocano,42.0,female,5.0,naturalistic,"philippines, usa, australia",42 years,tagalog5.mp3
tagalog6,"quezon city, philippines",tagalog,none,20.0,male,4.0,academic,philippines,20 years,tagalog6.mp3
tagalog7,"manila, philippines",tagalog,spanish,60.0,male,6.0,academic,australia,22 years,tagalog7.mp3
tagalog8,"cabanatuan city, philippines",tagalog,spanish italian ilonggo kapampangan ilocano,62.0,female,7.0,academic,usa,27 years,tagalog8.mp3
tagalog9,"manila, philippines",tagalog,ilocano,48.0,male,7.0,academic,"philippines, usa",48 years,tagalog9.mp3
tagalog10,"manila, philippines",tagalog,none,39.0,female,6.0,academic,usa,21 years,tagalog10.mp3
tagalog11,"manila, philippines",tagalog,arabic,59.0,female,11.0,academic,usa,1 years,tagalog11.mp3
tagalog12,"legaspi, philippines",tagalog,bikol,33.0,female,5.0,academic,usa,20 years,tagalog12.mp3
tagalog13,"manila, philippines",tagalog,none,76.0,female,7.0,academic,usa,40 years,tagalog13.mp3
tagalog14,"legaspi, philippines",tagalog,none,47.0,female,17.0,academic,usa,25 years,tagalog14.mp3
tagalog15,"manila, philippines",tagalog,spanish vietnamese japanese,35.0,female,1.0,naturalistic,usa,25 years,tagalog15.mp3
tagalog16,"san pedro laguna, philippines",tagalog,none,20.0,male,4.5,naturalistic,usa,7.5 years,tagalog16.mp3
tagalog17,"alexandria, virginia, usa",tagalog,japanese,21.0,male,6.0,naturalistic,usa,20 years,tagalog17.mp3
tagalog18,"manila, philippines",tagalog,none,77.0,female,8.0,academic,usa,69 years,tagalog18.mp3
tagalog19,"cabusao, philippines",tagalog,none,63.0,female,5.0,academic,usa,36 years,tagalog19.mp3
tagalog20,"san fernando, pampanga, philippines",tagalog,spanish,58.0,female,6.0,academic,usa,45 years,tagalog20.mp3
tagalog21,"manila, philippines",tagalog,none,40.0,female,7.0,academic,,0 years,tagalog21.mp3
tagalog22,"quezon city, philippines",tagalog,none,21.0,female,3.0,naturalistic,philippines,21 years,tagalog22.mp3
tagalog23,"sibutu, philippines",tagalog,malay,36.0,female,7.0,academic,malaysia,2 years,tagalog23.mp3
tagalog24,"batangos, philippines",tagalog,none,51.0,male,7.0,academic,usa,4 years,tagalog24.mp3
tagalog25,"cavite city, philippines",tagalog,none,21.0,male,6.0,naturalistic,usa,5.3 years,tagalog25.mp3
tagalog26,"cotabalo, philippines",tagalog,spanish,53.0,male,7.0,academic,usa,27 years,tagalog26.mp3
tagalog27,"pasig, philippiness",tagalog,french japanese,28.0,female,3.0,naturalistic,usa,25 years,tagalog27.mp3
taishan1,"taishan, guangdong, china",taishan,cantonese mandarin,21.0,male,7.0,academic,usa,10 years,taishan1.mp3
taiwanese1,"ping tung, taiwan",taiwanese,mandarin,36.0,female,13.0,academic,"uk,usa",1.7 years,taiwanese1.mp3
taiwanese2,"taipei, taiwan",taiwanese,mandarin,24.0,female,17.0,academic,usa,0.25 years,taiwanese2.mp3
taiwanese3,"tainan, taiwan",taiwanese,mandarin,30.0,female,13.0,academic,usa,0.7 years,taiwanese3.mp3
taiwanese4,"kao-hsiung, taiwan",taiwanese,mandarin,45.0,female,21.0,naturalistic,usa,34 years,taiwanese4.mp3
taiwanese5,"tainan, taiwan",taiwanese,mandarin korean,27.0,male,15.0,naturalistic,usa,0.5 years,taiwanese5.mp3
taiwanese6,"tai chung, taiwan",taiwanese,mandarin,33.0,female,13.0,academic,usa,2.5 years,taiwanese6.mp3
taiwanese7,"taipei, taiwan",taiwanese,cantonese,65.0,female,35.0,academic,usa,20 years,taiwanese7.mp3
taiwanese8,"tainan, taiwan",taiwanese,mandarin,54.0,female,13.0,academic,usa,29 years,taiwanese8.mp3
taiwanese9,"tai chung, taiwan",taiwanese,japanese mandarin,45.0,male,25.0,academic,usa,18 years,taiwanese9.mp3
taiwanese10,"taipei, taiwan",taiwanese,mandarin,27.0,male,5.0,academic,usa,5 years,taiwanese10.mp3
taiwanese11,"taipei, taiwan",taiwanese,mandarin,23.0,male,4.0,academic,usa,0.1 years,taiwanese11.mp3
tajiki1,"khujand, tajikistan",tajiki,russian turkish,19.0,male,7.0,academic,usa,0.1 years,tajiki1.mp3
tajiki2,"khujand, tajikistan",tajiki,russian chinese,19.0,female,12.0,academic,,0 years,tajiki2.mp3
tajiki3,"khujand, tajikistan",tajiki,russian,19.0,female,10.0,academic,,0 years,tajiki3.mp3
tajiki4,"khujand, tajikistan",tajiki,russian chinese,19.0,female,15.0,academic,,0 years,tajiki4.mp3
tajiki5,"dushanbe, tajikistan",tajiki,russian persian,19.0,male,4.0,academic,,0 years,tajiki5.mp3
tajiki6,"shaidon, tajikistan",tajiki,russian,19.0,male,16.0,academic,,0 years,tajiki6.mp3
tajiki7,"buston, tajikistan",tajiki,russian uzbek kyrgyz tatar pashto,22.0,male,12.0,academic,,0 years,tajiki7.mp3
tajiki8,"khistevarz, tajikistan",tajiki,russian,18.0,female,5.0,academic,,0 years,tajiki8.mp3
tajiki9,"khujand, tajikistan",tajiki,russian uzbek chinese,19.0,male,17.0,academic,,0 years,tajiki9.mp3
tajiki10,"konibodom, tajikistan",tajiki,russian german,19.0,male,9.0,academic,,0 years,tajiki10.mp3
tajiki11,"khujand, tajikistan",tajiki,russian,33.0,female,7.0,academic,,0 years,tajiki11.mp3
tajiki12,"khujand, tajikistan",tajiki,russian,40.0,female,18.0,academic,,0 years,tajiki12.mp3
tajiki13,"khujand, tajikistan",tajiki,russian uzbek,59.0,female,10.0,academic,,0 years,tajiki13.mp3
tajiki14,"khujand, tajikistan",tajiki,russian,30.0,female,15.0,academic,,0 years,tajiki14.mp3
tamil1,"colombo, sri lanka",tamil,sinhalese telugu malayalam,39.0,male,7.0,academic,usa,13 years,tamil1.mp3
tamil2,"madras, tamil nadu, india",tamil,hindi-urdu kannada malayalam,35.0,female,4.0,naturalistic,usa,5 years,tamil2.mp3
tamil3,"chennai, india",tamil,none,26.0,male,10.0,naturalistic,uk,3 years,tamil3.mp3
tamil4,"colombo, sri lanka",tamil,sinhalese,58.0,female,3.0,academic,usa,23.7 years,tamil4.mp3
tamil5,"coimbatore, tamil nadu, india",tamil,hindi,36.0,female,5.0,academic,usa,12 years,tamil5.mp3
tamil6,"bangalore, karnataka, india",tamil,hindi telugu,47.0,female,6.0,academic,usa,19 years,tamil6.mp3
tamil7,"dombivli, maharashtra, india",tamil,hindi marathi,26.0,female,3.0,academic,usa,2.3 years,tamil7.mp3
tamil8,"chennai, tamil nadu, india",tamil,telugu hindi,25.0,female,5.0,academic,usa,1 years,tamil8.mp3
tamil9,"chennai, india",tamil,telugu hindi,28.0,female,4.0,academic,usa,3 years,tamil9.mp3
tamil10,"chennai, india",tamil,hindi,24.0,male,5.0,academic,usa,0.2 years,tamil10.mp3
tamil11,"pondicherry, india",tamil,none,23.0,female,5.0,academic,usa,0.2 years,tamil11.mp3
tamil12,"chennai, tamil nadu, india",tamil,hindi,23.0,female,3.0,academic,usa,0.1 years,tamil12.mp3
tamil13,"coimbatore, tamil nadu, india",tamil,telugu hindi,28.0,female,3.0,academic,usa,2 years,tamil13.mp3
tatar1,"kargali, tatarstan, russia",tatar,russian french,29.0,female,10.0,academic,usa,8 years,tatar1.mp3
telugu1,"kadapa, india",telugu,hindi-urdu tamil,31.0,male,6.0,academic,usa,4 years,telugu1.mp3
telugu2,"guntur, andhra pradesh, india",telugu,hindi-urdu,18.0,male,6.0,academic,usa,3 years,telugu2.mp3
telugu3,"bellary, karnataka, india",telugu,sanskrit,25.0,male,5.0,academic,usa,0.1 years,telugu3.mp3
telugu4,"hyderabad, india",telugu,hindi marathi,22.0,male,5.0,academic,usa,0.1 years,telugu4.mp3
telugu5,"khammam, telangana, india",telugu,hindi,21.0,male,4.0,academic,usa,0.1 years,telugu5.mp3
telugu6,"hyderabad, india",telugu,hindi,23.0,male,4.0,academic,usa,0.8 years,telugu6.mp3
telugu7,"hyderabad, india",telugu,hindi,23.0,male,3.0,academic,usa,1.3 years,telugu7.mp3
telugu8,"guntur, andhra pradesh, india",telugu,hindi,22.0,male,2.0,academic,usa,0.1 years,telugu8.mp3
telugu9,"vijayawada, andhra pradesh, india",telugu,hindi malayalam tamil kannada,24.0,male,7.0,academic,usa,0.2 years,telugu9.mp3
telugu10,"hyderabad, india",telugu,hindi,21.0,male,14.0,academic,usa,0.2 years,telugu10.mp3
telugu11,"hyderabad, india",telugu,hindi urdu spanish,26.0,male,6.0,academic,usa,4 years,telugu11.mp3
telugu12,"edison, new jersey, usa",telugu,hindi,18.0,female,3.0,naturalistic,usa,18 years,telugu12.mp3
telugu13,"hyderabad, india",telugu,hindi,25.0,male,5.0,academic,usa,4 years,telugu13.mp3
telugu14,"tenali, india",telugu,hindi,19.0,female,17.0,academic,usa,2 years,telugu14.mp3
telugu15,"vishakhapatnam, andhra pradesh, india",telugu,none,22.0,female,5.0,academic,usa,0.3 years,telugu15.mp3
temne1,"kono, sierra leone",temne,spanish french,21.0,male,10.0,academic,usa,9 years,temne1.mp3
teochew1,"guangdong province
, guangdong, china",teochew,mandarin cantonese malay,59.0,female,8.0,academic,"england, malaysia",13 years,teochew1.mp3
tetun-dili1,"baucau, timor-leste",tetun-dili,indonesian portuguese,37.0,female,25.0,academic,usa,13 years,tetun-dili1.mp3
thai1,"khon kaen, thailand",thai,none,25.0,female,10.0,academic,usa,1 years,thai1.mp3
thai2,"chiang mai, thailand",thai,none,20.0,male,10.0,academic,"new zealand,usa",2 years,thai2.mp3
thai3,"bangkok, thailand",thai,none,22.0,male,4.0,academic,usa,0.25 years,thai3.mp3
thai4,"songkhla, thailand",thai,none,23.0,female,7.0,academic,usa,0.2 years,thai4.mp3
thai5,"bangkok, thailand",thai,german chinese,25.0,male,10.0,academic,,0 years,thai5.mp3
thai6,"sukhothai, thailand",thai,mandarin,27.0,male,11.0,academic,usa,1 years,thai6.mp3
thai7,"phrae, thailand",thai,french,26.0,female,10.0,academic,usa,2.8 years,thai7.mp3
thai8,"bangkok, thailand",thai,none,37.0,male,25.0,academic,usa,4 years,thai8.mp3
thai9,"bangkok, thailand",thai,none,18.0,female,6.0,academic,,0 years,thai9.mp3
thai10,"bangkok, thailand",thai,none,30.0,male,6.0,naturalistic,usa,15 years,thai10.mp3
thai11,"bang na, thailand",thai,mandarin,18.0,male,13.0,naturalistic,,0 years,thai11.mp3
thai12,"bangkok, thailand",thai,japanese,33.0,male,8.0,academic,"india, singapore",0.5 years,thai12.mp3
thai13,"nakhon si thammarat, thailand",thai,chinese,69.0,female,7.0,academic,usa,41 years,thai13.mp3
thai14,"bangkok, thailand",thai,none,39.0,female,10.0,academic,usa,10 years,thai14.mp3
thai15,"bangkok, thailand",thai,none,19.0,female,7.0,academic,usa,1.5 years,thai15.mp3
thai16,"bangkok, thailand",thai,lao,21.0,male,11.0,academic,usa,5 years,thai16.mp3
thai17,"nonthaburi, thailand",thai,german,39.0,female,10.0,academic,,0 years,thai17.mp3
thai18,"chiangrai, thailand",thai,mandarin,25.0,female,7.0,academic,usa,0.8 years,thai18.mp3
thai19,"mae suai, chiang rai, thailand",thai,none,26.0,female,7.0,academic,usa,0.5 years,thai19.mp3
thai20,"chiang mai, thailand",thai,mandarin japanese arabic,25.0,female,7.0,academic,usa,1 years,thai20.mp3
thai21,"bangkok, thailand",thai,none,42.0,female,31.0,academic,,0 years,thai21.mp3
thai22,"surin, thailand",thai,lao,55.0,female,15.0,academic,usa,40 years,thai22.mp3
thai23,"phitsanulok, thailand",thai,none,38.0,female,7.0,academic,usa,14 years,thai23.mp3
tibetan1,"lhasa, tibet",tibetan,mandarin french,26.0,female,13.0,academic,usa,0.5 years,tibetan1.mp3
tibetan2,"khamba, tibet",tibetan,mandarin,41.0,female,35.0,academic,usa,0.1 years,tibetan2.mp3
tibetan3,"mysore, india",tibetan,hindi-urdu,20.0,female,7.0,academic,usa,0.7 years,tibetan3.mp3
tibetan4,"lhasa, tibet",tibetan,mandarin,65.0,male,13.0,academic,usa,25 years,tibetan4.mp3
tibetan5,"hezuo, gansu, china",tibetan,mandarin,20.0,male,12.0,academic,usa,1 years,tibetan5.mp3
tigre1,"bati, amhara, ethiopia",tigre,none,21.0,female,3.0,naturalistic,usa,17 years,tigre1.mp3
tigrigna1,"adigrat, ethiopia",tigrigna,amharic,25.0,female,17.0,academic,usa,5 years,tigrigna1.mp3
tigrigna2,"asmara, eritrea",tigrigna,amharic oromo,23.0,female,20.0,academic,usa,3 years,tigrigna2.mp3
tigrigna3,"asmara, eritrea",tigrigna,amharic italian arabic,44.0,male,7.0,academic,usa,22 years,tigrigna3.mp3
tigrigna4,"asmara, eritrea",tigrigna,italian arabic amharic,52.0,female,14.0,academic,usa,30 years,tigrigna4.mp3
tigrigna5,"asmara, eritrea",tigrigna,arabic amharic,45.0,male,10.0,academic,uk,27 years,tigrigna5.mp3
tigrigna6,"adigrat, ethiopia",tigrigna,amharic russian,58.0,female,15.0,academic,usa,28 years,tigrigna6.mp3
tigrigna7,"asmara, eritrea",tigrigna,none,37.0,female,7.0,academic,usa,13 years,tigrigna7.mp3
tigrigna8,"asmara, eritrea",tigrigna,amharic,35.0,male,7.0,academic,usa,17 years,tigrigna8.mp3
tigrigna9,"asmara, eritrea",tigrigna,arabic amharic tigre,50.0,female,19.0,naturalistic,usa,28 years,tigrigna9.mp3
tok pisin1,"madang, madang province, papua new guinea",tok pisin,kuanua manem,38.0,male,4.0,academic,usa,6 years,tok pisin1.mp3
tswana1,"kalamare, botswana",tswana,none,31.0,male,7.0,academic,"botswana, usa",10 years,tswana1.mp3
tswana2,"lobatse, botswana",tswana,kalanga sotho,32.0,female,6.0,academic,botswana,32 years,tswana2.mp3
tumbuka1,"mzimba, malawi",tumbuka,chichewa,54.0,female,7.0,academic,usa,4 years,tumbuka1.mp3
turkish1,"bingol, turkey",turkish,none,27.0,female,26.0,academic,usa,0.8 years,turkish1.mp3
turkish2,"ankara, turkey",turkish,german,24.0,male,16.0,academic,usa,0.2 years,turkish2.mp3
turkish3,"adana, turkey",turkish,kurdish,27.0,male,12.0,academic,usa,1.2 years,turkish3.mp3
turkish4,"kayseri, turkey",turkish,none,20.0,male,14.0,academic,usa,0.4 years,turkish4.mp3
turkish5,"istanbul, turkey",turkish,none,30.0,female,11.0,academic,usa,5 years,turkish5.mp3
turkish6,"istanbul, turkey",turkish,german japanese,19.0,male,14.0,academic,,0 years,turkish6.mp3
turkish7,"izmir, turkey",turkish,german,19.0,male,13.0,academic,,0 years,turkish7.mp3
turkish8,"sivas, turkey",turkish,none,37.0,male,17.0,academic,usa,11 years,turkish8.mp3
turkish9,"istanbul, turkey",turkish,none,25.0,male,11.0,academic,,0 years,turkish9.mp3
turkish10,"ankara, turkey",turkish,none,27.0,male,11.0,academic,,0 years,turkish10.mp3
turkish11,"kocaeli, turkey",turkish,none,24.0,female,23.0,academic,usa,1 years,turkish11.mp3
turkish12,"giresun, turkey",turkish,german,25.0,male,20.0,academic,usa,0.5 years,turkish12.mp3
turkish13,"istanbul, turkey",turkish,german,18.0,female,3.0,naturalistic,usa,15 years,turkish13.mp3
turkish14,"istanbul, turkey",turkish,french,23.0,female,6.0,academic,usa,0.5 years,turkish14.mp3
turkish15,"ankara, turkey",turkish,none,18.0,male,10.0,academic,usa,0.75 years,turkish15.mp3
turkish16,"kars, turkey",turkish,german,25.0,male,12.0,academic,uk,0.75 years,turkish16.mp3
turkish17,"ankara, turkey",turkish,none,31.0,male,6.0,academic,usa,10 years,turkish17.mp3
turkish18,"stuttgart, germany",turkish,german spanish,27.0,male,9.0,academic,usa,2 years,turkish18.mp3
turkish19,"istanbul, turkey",turkish,arabic,25.0,male,18.0,academic,usa,0.7 years,turkish19.mp3
turkish20,"kocaeli, turkey",turkish,none,19.0,female,9.0,academic,,0 years,turkish20.mp3
turkish21,"istanbul, turkey",turkish,french german,18.0,female,4.0,naturalistic,usa,3 years,turkish21.mp3
turkish22,"istanbul, turkey",turkish,azeri turk bosnian,23.0,male,6.0,academic,,0 years,turkish22.mp3
turkish23,"adana, turkey",turkish,none,37.0,female,11.0,academic,,0 years,turkish23.mp3
turkish24,"istanbul, turkey",turkish,chinese,31.0,male,12.0,academic,usa,10 years,turkish24.mp3
